task_size,current_edge_queue_time,current_leo_latency,chosen_node,total_experienced_latency
6.3795694271407655,11.0,199.94879244447225,leo,0.32754018098728466
42.32573554818484,5.5,197.60111398989898,edge,10.765753487767142
23.892462219402642,11.0,199.54012161059933,leo,0.6773893659986925
36.62144477895221,8.25,198.74379544436866,edge,12.38664974977985
5.274760523164641,8.25,199.6507701797771,edge,10.394651831764577
23.0352954799782,8.25,199.99310846927784,edge,9.49921809547834
37.471818548420295,8.25,198.49497906264895,edge,7.810938825195535
8.823066798973068,5.5,196.40101999261202,edge,5.490464835249668
32.80271818667138,8.25,196.0821620965188,edge,8.376290715652544
34.78724117637175,8.25,193.9447398842554,edge,9.538706302651008
17.292507996414628,5.5,190.7364059988531,edge,8.441824542199129
24.346113502905066,8.25,188.30190814336535,edge,9.034983368159033
16.498377680965667,11.0,173.6056638634808,leo,0.5035732174828809
36.66520685221987,11.0,169.37309794830975,leo,0.9026772349925523
26.898473901391288,8.25,182.9012400133305,edge,8.189371994017847
22.786852823943303,8.25,180.09317089200164,edge,8.831805188598764
18.563871290829653,8.25,177.3127915253407,edge,9.165131059982173
38.61563555433955,8.25,170.48708394898102,edge,9.591800479936182
36.927453270602044,11.0,148.42676921597007,leo,0.8869758346281742
41.27900839550437,5.5,160.42754657863134,edge,9.191514244797872
6.903601770325611,8.25,158.49765682300395,edge,9.064815804616728
43.79495061254299,8.25,156.44953486452582,edge,12.59161340516971
5.938545156113697,8.25,143.64629357206078,edge,8.119748760132325
32.815636848690815,5.5,133.18137446121847,edge,7.497345982070101
8.96584465840481,2.75,121.37226725923,edge,4.134621192686382
31.499207973631037,5.5,115.09499049063241,edge,5.054592565581288
18.96235528261376,2.75,107.4998754936579,edge,4.263528003264582
12.565971862055896,2.75,100.45122167939543,edge,3.0209193219909594
27.94784280453374,2.75,95.29113607830055,edge,3.973623682928519
37.73205975532569,2.75,88.23804249430829,edge,5.198703862043885
15.632098202602593,2.75,77.60911820862488,edge,2.816802665053956
32.10795433729246,5.5,76.50831794930322,edge,5.609235017088849
12.971575802625312,2.75,67.62725505167334,edge,3.4398655657951167
38.95006213611436,2.75,60.384619686943914,edge,4.352520704354447
46.58694162735467,2.75,53.87650114841842,edge,6.1644990961046915
33.10348007488527,2.75,46.68363891315154,edge,6.068952146411448
11.79308306268846,2.75,40.25829060714213,edge,3.8666082319809902
18.62691958125558,5.5,39.25902360658829,edge,5.1639753518047655
27.830159838040018,8.25,36.441030403693915,edge,6.27847497496964
7.560052287527856,5.5,32.09077587997459,edge,4.178738612620464
43.89125152663576,5.5,29.75793325833682,edge,6.837670761763775
27.81805178002798,2.75,25.925339242219493,edge,6.274450774519892
40.631800876941135,5.5,23.15402352748353,edge,7.174681748198964
16.14846756192279,11.0,20.135519312281502,leo,0.34310487055086014
41.4417162964087,5.5,21.390531570891437,edge,8.469652266887124
17.730211037648807,11.0,21.14776261867201,leo,0.37575198337162874
26.40330625743813,5.5,20.4370098568857,edge,8.64540260398985
9.657584477167623,8.25,20.348215077398642,edge,9.274036831646072
37.14419971253582,8.25,20.00325336756281,edge,10.458143475384986
28.52366158694955,8.25,20.92406894759388,edge,8.474567524482836
31.904863807234527,5.5,22.55588799478955,edge,8.626241275421307
7.966033442587285,5.5,25.364893896783542,edge,5.980928548772226
17.786613824515115,8.25,26.06559584003238,edge,7.052562324319524
45.78542137236548,8.25,30.09728694148636,edge,8.161412202324755
21.950568772533508,11.0,43.12454002601916,leo,0.4821359154766469
31.223278156388883,5.5,33.593447960660576,edge,8.78365390978206
48.54634284617351,8.25,34.36508397161462,edge,13.12839572187795
31.776855266820867,8.25,38.7279345700006,edge,13.6302072955541
35.15523799976251,5.5,51.07143143995307,edge,10.777431081838131
35.84364981249093,8.25,59.39663014388499,edge,10.645472046698842
24.053286484494667,8.25,67.71472168295284,edge,9.612726232947807
13.111831529458009,8.25,74.30621298056863,edge,8.336116378947509
26.882191439272727,8.25,85.87553077521571,edge,6.681330720271717
8.472428793539434,8.25,91.12605072005732,edge,5.615877540094289
39.68936241633955,8.25,96.13933903215649,edge,7.781391490724445
